"number.immigrants","p.establish","Kapx","r","b","beta","init.size","Kexact","rcrit"
"1",0.00111079655368564,100,1,6,12,2,87.1123422402632,6.88765775973685
"2",0.00472523755425693,100,1,6,12,2,87.1123422402632,6.88765775973685
"3",0.0136721407239202,100,1,6,12,2,87.1123422402632,6.88765775973685
"4",0.0315682773697301,100,1,6,12,2,87.1123422402632,6.88765775973685
"5",0.0621060995285573,100,1,6,12,2,87.1123422402632,6.88765775973685
"6",0.108480642284167,100,1,6,12,2,87.1123422402632,6.88765775973685
"1",0.000994551349625881,150,1,6,12,2,137.452272687814,6.54772731218571
"2",0.00423731636894973,150,1,6,12,2,137.452272687814,6.54772731218571
"3",0.012288584260035,150,1,6,12,2,137.452272687814,6.54772731218571
"4",0.0285113666742958,150,1,6,12,2,137.452272687814,6.54772731218571
"5",0.0566058235566571,150,1,6,12,2,137.452272687814,6.54772731218571
"6",0.100306385668893,150,1,6,12,2,137.452272687814,6.54772731218571
"1",0.000518899213354079,50,1,7,14,2,32.0948100502085,10.9051899497915
"2",0.00223590992784498,50,1,7,14,2,32.0948100502085,10.9051899497915
"3",0.00671880644428477,50,1,7,14,2,32.0948100502085,10.9051899497915
"4",0.0162762612354257,50,1,7,14,2,32.0948100502085,10.9051899497915
"5",0.0334624874812623,50,1,7,14,2,32.0948100502085,10.9051899497915
"6",0.0602958029387126,50,1,7,14,2,32.0948100502085,10.9051899497915
"7",0.097592366608276,50,1,7,14,2,32.0948100502085,10.9051899497915
"8",0.144720486804382,50,1,7,14,2,32.0948100502085,10.9051899497915
"9",0.199810908455987,50,1,7,14,2,32.0948100502085,10.9051899497915
"10",0.260248848594549,50,1,7,14,2,32.0948100502085,10.9051899497915
"1",0.000553130828698045,100,1,7,14,2,84.7393776099978,8.26062239000222
"2",0.00238564767615899,100,1,7,14,2,84.7393776099978,8.26062239000222
"3",0.00715514614028891,100,1,7,14,2,84.7393776099978,8.26062239000222
"4",0.0173068378596965,100,1,7,14,2,84.7393776099978,8.26062239000222
"5",0.035705041006103,100,1,7,14,2,84.7393776099978,8.26062239000222
"6",0.0651464957349674,100,1,7,14,2,84.7393776099978,8.26062239000222
"7",0.107961356776744,100,1,7,14,2,84.7393776099978,8.26062239000222
"1",0.000516631873970518,150,1,7,14,2,135.235782728386,7.76421727161421
"2",0.00222958776329774,150,1,7,14,2,135.235782728386,7.76421727161421
"3",0.00668772937146548,150,1,7,14,2,135.235782728386,7.76421727161421
"4",0.0161911892658011,150,1,7,14,2,135.235782728386,7.76421727161421
"5",0.0335205087628463,150,1,7,14,2,135.235782728386,7.76421727161421
"6",0.0616235494082538,150,1,7,14,2,135.235782728386,7.76421727161421
"7",0.103389031786125,150,1,7,14,2,135.235782728386,7.76421727161421
"1",0.00024663274151291,50,1,8,16,2,27.4031242374328,14.5968757625672
"2",0.0010757527502256,50,1,8,16,2,27.4031242374328,14.5968757625672
"3",0.00334559322402668,50,1,8,16,2,27.4031242374328,14.5968757625672
"4",0.0085273844286572,50,1,8,16,2,27.4031242374328,14.5968757625672
"5",0.0186245784165032,50,1,8,16,2,27.4031242374328,14.5968757625672
"6",0.0357848471402924,50,1,8,16,2,27.4031242374328,14.5968757625672
"7",0.0617150624416116,50,1,8,16,2,27.4031242374328,14.5968757625672
"8",0.0971511681552516,50,1,8,16,2,27.4031242374328,14.5968757625672
"9",0.141618798961074,50,1,8,16,2,27.4031242374328,14.5968757625672
"10",0.193563839161402,50,1,8,16,2,27.4031242374328,14.5968757625672
"11",0.250753604363141,50,1,8,16,2,27.4031242374328,14.5968757625672
"12",0.310759986478485,50,1,8,16,2,27.4031242374328,14.5968757625672
"13",0.371359118919929,50,1,8,16,2,27.4031242374328,14.5968757625672
"14",0.430766472525847,50,1,8,16,2,27.4031242374328,14.5968757625672
"1",0.000272244261936665,100,1,8,16,2,82.2767142944341,9.72328570556589
"2",0.0011868027208191,100,1,8,16,2,82.2767142944341,9.72328570556589
"3",0.0036695317043208,100,1,8,16,2,82.2767142944341,9.72328570556589
"4",0.00926382227763461,100,1,8,16,2,82.2767142944341,9.72328570556589
"5",0.0200360643239366,100,1,8,16,2,82.2767142944341,9.72328570556589
"6",0.0382794631281949,100,1,8,16,2,82.2767142944341,9.72328570556589
"7",0.0661616279649963,100,1,8,16,2,82.2767142944341,9.72328570556589
"8",0.105427720179114,100,1,8,16,2,82.2767142944341,9.72328570556589
"9",0.157154076885956,100,1,8,16,2,82.2767142944341,9.72328570556589
"1",0.0002662887635571,150,1,8,16,2,132.975801729385,9.02419827061534
"2",0.00116091269436539,150,1,8,16,2,132.975801729385,9.02419827061534
"3",0.00358482344711907,150,1,8,16,2,132.975801729385,9.02419827061534
"4",0.00903340430197989,150,1,8,16,2,132.975801729385,9.02419827061534
"5",0.0195209087720512,150,1,8,16,2,132.975801729385,9.02419827061534
"6",0.0373602289382518,150,1,8,16,2,132.975801729385,9.02419827061534
"7",0.0649358422062285,150,1,8,16,2,132.975801729385,9.02419827061534
"8",0.104521495834871,150,1,8,16,2,132.975801729385,9.02419827061534
"1",0.000130032866090492,100,1,9,18,2,79.7089169661946,11.2910830338054
"2",0.000571541981838838,100,1,9,18,2,79.7089169661946,11.2910830338054
"3",0.00181258253290401,100,1,9,18,2,79.7089169661946,11.2910830338054
"4",0.00475351984905843,100,1,9,18,2,79.7089169661946,11.2910830338054
"5",0.0107531800753013,100,1,9,18,2,79.7089169661946,11.2910830338054
"6",0.0215237364676299,100,1,9,18,2,79.7089169661946,11.2910830338054
"7",0.0389033565588957,100,1,9,18,2,79.7089169661946,11.2910830338054
"8",0.0645958417021659,100,1,9,18,2,79.7089169661946,11.2910830338054
"9",0.0999463435234826,100,1,9,18,2,79.7089169661946,11.2910830338054
"10",0.145762372919169,100,1,9,18,2,79.7089169661946,11.2910830338054
"1",0.000135814257086656,150,1,9,18,2,130.668513360395,10.3314866396053
"2",0.000596805150631712,150,1,9,18,2,130.668513360395,10.3314866396053
"3",0.00188862334944072,150,1,9,18,2,130.668513360395,10.3314866396053
"4",0.0049345379813265,150,1,9,18,2,130.668513360395,10.3314866396053
"5",0.0111160028502981,150,1,9,18,2,130.668513360395,10.3314866396053
"6",0.0221797169234525,150,1,9,18,2,130.668513360395,10.3314866396053
"7",0.0400626654315626,150,1,9,18,2,130.668513360395,10.3314866396053
"8",0.0667175878373517,150,1,9,18,2,130.668513360395,10.3314866396053
"9",0.103962568423711,150,1,9,18,2,130.668513360395,10.3314866396053
"1",6.09377368467446e-05,100,1,10,20,2,77.0156211871642,12.9843788128358
"2",0.000269545180533654,100,1,10,20,2,77.0156211871642,12.9843788128358
"3",0.00087293726470935,100,1,10,20,2,77.0156211871642,12.9843788128358
"4",0.00236631814583308,100,1,10,20,2,77.0156211871642,12.9843788128358
"5",0.00557738922159963,100,1,10,20,2,77.0156211871642,12.9843788128358
"6",0.011676006319371,100,1,10,20,2,77.0156211871642,12.9843788128358
"7",0.0220801351770124,100,1,10,20,2,77.0156211871642,12.9843788128358
"8",0.0382813603807226,100,1,10,20,2,77.0156211871642,12.9843788128358
"9",0.061646121755318,100,1,10,20,2,77.0156211871642,12.9843788128358
"10",0.0932403420239065,100,1,10,20,2,77.0156211871642,12.9843788128358
"11",0.13369365924109,100,1,10,20,2,77.0156211871642,12.9843788128358
"12",0.183096570596555,100,1,10,20,2,77.0156211871642,12.9843788128358
"1",6.87102491594667e-05,150,1,10,20,2,128.309518948453,11.690481051547
"2",0.00030380234018801,150,1,10,20,2,128.309518948453,11.690481051547
"3",0.000981294802245456,150,1,10,20,2,128.309518948453,11.690481051547
"4",0.00264707084807775,150,1,10,20,2,128.309518948453,11.690481051547
"5",0.00619883065686793,150,1,10,20,2,128.309518948453,11.690481051547
"6",0.0128879712780291,150,1,10,20,2,128.309518948453,11.690481051547
"7",0.0242296430144959,150,1,10,20,2,128.309518948453,11.690481051547
"8",0.0418618186204494,150,1,10,20,2,128.309518948453,11.690481051547
"9",0.0674045823392815,150,1,10,20,2,128.309518948453,11.690481051547
"10",0.102333664988051,150,1,10,20,2,128.309518948453,11.690481051547
"11",0.14783731236338,150,1,10,20,2,128.309518948453,11.690481051547
"1",0.0226683702285708,50,1,5,7.5,4,42.0256241897666,2.97437581023336
"2",0.0689305381331754,50,1,5,7.5,4,42.0256241897666,2.97437581023336
"1",0.0169780973632959,100,1,5,7.5,4,92.2911821679223,2.70881783207771
"2",0.053521052062432,100,1,5,7.5,4,92.2911821679223,2.70881783207771
"1",0.014127644597342,150,1,5,7.5,4,142.365943062411,2.63405693758939
"2",0.0451651696782533,150,1,5,7.5,4,142.365943062411,2.63405693758939
"1",0.0171546437693557,50,1,6,9,4,40.2756668824971,3.72433311750293
"2",0.0516784404049792,50,1,6,9,4,40.2756668824971,3.72433311750293
"3",0.108979873658663,50,1,6,9,4,40.2756668824971,3.72433311750293
"1",0.0130136411263716,100,1,6,9,4,90.692104549907,3.30789545009305
"2",0.0404318061575763,100,1,6,9,4,90.692104549907,3.30789545009305
"1",0.010905832417765,150,1,6,9,4,140.804069647078,3.19593035292171
"2",0.0342811881075296,150,1,6,9,4,140.804069647078,3.19593035292171
"1",0.0130404569721025,50,1,7,10.5,4,38.4484512566783,4.55154874332171
"2",0.039081427094332,50,1,7,10.5,4,38.4484512566783,4.55154874332171
"3",0.0825910286402955,50,1,7,10.5,4,38.4484512566783,4.55154874332171
"4",0.14608948030973,50,1,7,10.5,4,38.4484512566783,4.55154874332171
"1",0.0101572461506793,100,1,7,10.5,4,89.0705297124666,3.92947028753343
"2",0.0312532085824508,100,1,7,10.5,4,89.0705297124666,3.92947028753343
"3",0.0686241162399147,100,1,7,10.5,4,89.0705297124666,3.92947028753343
"1",0.008573379418678,150,1,7,10.5,4,139.2292403619,3.77075963810017
"2",0.0266415349732639,150,1,7,10.5,4,139.2292403619,3.77075963810017
"3",0.0593892294329793,150,1,7,10.5,4,139.2292403619,3.77075963810017
"1",0.0097166441468128,50,1,8,12,4,36.52417469626,5.47582530373998
"2",0.0290628948003046,50,1,8,12,4,36.52417469626,5.47582530373998
"3",0.0617122209653714,50,1,8,12,4,36.52417469626,5.47582530373998
"4",0.110079105077292,50,1,8,12,4,36.52417469626,5.47582530373998
"1",0.00797993938362933,100,1,8,12,4,87.424630354416,4.57536964558404
"2",0.0244021676184625,100,1,8,12,4,87.424630354416,4.57536964558404
"3",0.0534918324400939,100,1,8,12,4,87.424630354416,4.57536964558404
"4",0.0996291560204291,100,1,8,12,4,87.424630354416,4.57536964558404
"1",0.00677377837406849,150,1,8,12,4,137.640828326185,4.35917167381547
"2",0.0208888839031027,150,1,8,12,4,137.640828326185,4.35917167381547
"3",0.0463771064392299,150,1,8,12,4,137.640828326185,4.35917167381547
"1",0.00746520886153868,50,1,9,13.5,4,34.4731886124821,6.52681138751788
"2",0.0223133342326879,50,1,9,13.5,4,34.4731886124821,6.52681138751788
"3",0.0476231075547121,50,1,9,13.5,4,34.4731886124821,6.52681138751788
"4",0.0856309895467429,50,1,9,13.5,4,34.4731886124821,6.52681138751788
"5",0.137103524953117,50,1,9,13.5,4,34.4731886124821,6.52681138751788
"6",0.201109358182265,50,1,9,13.5,4,34.4731886124821,6.52681138751788
"1",0.00624603539437197,100,1,9,13.5,4,85.7523291251575,5.24767087484253
"2",0.019029975151379,100,1,9,13.5,4,85.7523291251575,5.24767087484253
"3",0.0417428274874686,100,1,9,13.5,4,85.7523291251575,5.24767087484253
"4",0.0779529057789201,100,1,9,13.5,4,85.7523291251575,5.24767087484253
"1",0.00539933376264784,150,1,9,13.5,4,136.03815682486,4.96184317513958
"2",0.0165661747184149,150,1,9,13.5,4,136.03815682486,4.96184317513958
"3",0.0367195057716442,150,1,9,13.5,4,136.03815682486,4.96184317513958
"4",0.0696087132655217,150,1,9,13.5,4,136.03815682486,4.96184317513958
"1",0.00560265927287179,50,1,10,15,4,32.2474487139159,7.75255128608411
"2",0.0167642011096251,50,1,10,15,4,32.2474487139159,7.75255128608411
"3",0.0360266456730854,50,1,10,15,4,32.2474487139159,7.75255128608411
"4",0.0654465091456492,50,1,10,15,4,32.2474487139159,7.75255128608411
"5",0.106000686792013,50,1,10,15,4,32.2474487139159,7.75255128608411
"6",0.157308934046894,50,1,10,15,4,32.2474487139159,7.75255128608411
"7",0.217708602042914,50,1,10,15,4,32.2474487139159,7.75255128608411
"1",0.00491844525609566,100,1,10,15,4,84.0512483795333,5.94875162046672
"2",0.0149544037662022,100,1,10,15,4,84.0512483795333,5.94875162046672
"3",0.0328697990375898,100,1,10,15,4,84.0512483795333,5.94875162046672
"4",0.0616293660553488,100,1,10,15,4,84.0512483795333,5.94875162046672
"5",0.104109491589882,100,1,10,15,4,84.0512483795333,5.94875162046672
"1",0.00431508929416628,150,1,10,15,4,134.420493633626,5.57950636637436
"2",0.0131972660425983,150,1,10,15,4,134.420493633626,5.57950636637436
"3",0.0292571757008012,150,1,10,15,4,134.420493633626,5.57950636637436
"4",0.0555394878345268,150,1,10,15,4,134.420493633626,5.57950636637436
"5",0.0954332014535365,150,1,10,15,4,134.420493633626,5.57950636637436
"1",0.0105291436571717,50,1,3,6,4,43.5561711201316,3.44382887986842
"2",0.0438996124205124,50,1,3,6,4,43.5561711201316,3.44382887986842
"1",0.00808666356876069,100,1,3,6,4,93.8017659699928,3.19823403000718
"2",0.0345021465134596,100,1,3,6,4,93.8017659699928,3.19823403000718
"1",0.00677591372512407,150,1,3,6,4,143.872224634439,3.1277753655606
"2",0.0291814229643772,150,1,3,6,4,143.872224634439,3.1277753655606
"1",0.00454679087028273,50,1,4,8,4,41.138357147217,4.86164285278295
"2",0.0198678625159417,50,1,4,8,4,41.138357147217,4.86164285278295
"3",0.0551198464340458,50,1,4,8,4,41.138357147217,4.86164285278295
"4",0.117465661408059,50,1,4,8,4,41.138357147217,4.86164285278295
"1",0.00369884370659541,100,1,4,8,4,91.6348484585428,4.36515154145714
"2",0.016352488422772,100,1,4,8,4,91.6348484585428,4.36515154145714
"3",0.0464219280063355,100,1,4,8,4,91.6348484585428,4.36515154145714
"1",0.00316039576954275,150,1,4,8,4,141.767724987817,4.23227501218322
"2",0.0140398364518902,150,1,4,8,4,141.767724987817,4.23227501218322
"3",0.0402571444085001,150,1,4,8,4,141.767724987817,4.23227501218322
"1",0.00187158199731713,50,1,5,10,4,38.5078105935821,6.49218940641788
"2",0.00850596510504846,50,1,5,10,4,38.5078105935821,6.49218940641788
"3",0.0253233285276233,50,1,5,10,4,38.5078105935821,6.49218940641788
"4",0.0582392875110016,50,1,5,10,4,38.5078105935821,6.49218940641788
"5",0.111364765220469,50,1,5,10,4,38.5078105935821,6.49218940641788
"1",0.00171223764215333,100,1,5,10,4,89.4076365356005,5.59236346439948
"2",0.00781571563751149,100,1,5,10,4,89.4076365356005,5.59236346439948
"3",0.023463347958007,100,1,5,10,4,89.4076365356005,5.59236346439948
"4",0.0549695478305666,100,1,5,10,4,89.4076365356005,5.59236346439948
"5",0.10858533844916,100,1,5,10,4,89.4076365356005,5.59236346439948
"1",0.00149678806744246,150,1,5,10,4,139.628607910488,5.37139208951224
"2",0.00684711912431534,150,1,5,10,4,139.628607910488,5.37139208951224
"3",0.0206496081598856,150,1,5,10,4,139.628607910488,5.37139208951224
"4",0.0488475326434466,150,1,5,10,4,139.628607910488,5.37139208951224
"1",0.000740452232508677,50,1,6,12,4,35.5646599662505,8.43534003374946
"2",0.00346994568921591,50,1,6,12,4,35.5646599662505,8.43534003374946
"3",0.0109945284127176,50,1,6,12,4,35.5646599662505,8.43534003374946
"4",0.0272695273126948,50,1,6,12,4,35.5646599662505,8.43534003374946
"5",0.0562137495112823,50,1,6,12,4,35.5646599662505,8.43534003374946
"6",0.100305616061908,50,1,6,12,4,35.5646599662505,8.43534003374946
"7",0.159738315245501,50,1,6,12,4,35.5646599662505,8.43534003374946
"1",0.000779471033702812,100,1,6,12,4,87.1123422402632,6.88765775973685
"2",0.00365345847332987,100,1,6,12,4,87.1123422402632,6.88765775973685
"3",0.0115615397614582,100,1,6,12,4,87.1123422402632,6.88765775973685
"4",0.0287492818989122,100,1,6,12,4,87.1123422402632,6.88765775973685
"5",0.0599893341565425,100,1,6,12,4,87.1123422402632,6.88765775973685
"6",0.109765123404555,100,1,6,12,4,87.1123422402632,6.88765775973685
"1",0.000711184759698905,150,1,6,12,4,137.452272687814,6.54772731218571
"2",0.00333516836957692,150,1,6,12,4,137.452272687814,6.54772731218571
"3",0.0105627760526245,150,1,6,12,4,137.452272687814,6.54772731218571
"4",0.0263525437128314,150,1,6,12,4,137.452272687814,6.54772731218571
"5",0.0554383717422772,150,1,6,12,4,137.452272687814,6.54772731218571
"6",0.10291602659212,150,1,6,12,4,137.452272687814,6.54772731218571
"1",0.000284032605263764,50,1,7,14,4,32.0948100502085,10.9051899497915
"2",0.00136246458465079,50,1,7,14,4,32.0948100502085,10.9051899497915
"3",0.0045483380766736,50,1,7,14,4,32.0948100502085,10.9051899497915
"4",0.0120990526357179,50,1,7,14,4,32.0948100502085,10.9051899497915
"5",0.0269226979107021,50,1,7,14,4,32.0948100502085,10.9051899497915
"6",0.0517655103742703,50,1,7,14,4,32.0948100502085,10.9051899497915
"7",0.0882692717052118,50,1,7,14,4,32.0948100502085,10.9051899497915
"8",0.136389302652475,50,1,7,14,4,32.0948100502085,10.9051899497915
"9",0.194402679926416,50,1,7,14,4,32.0948100502085,10.9051899497915
"10",0.2593995431487,50,1,7,14,4,32.0948100502085,10.9051899497915
"1",0.000348022949513791,100,1,7,14,4,84.7393776099978,8.26062239000222
"2",0.00166589889418338,100,1,7,14,4,84.7393776099978,8.26062239000222
"3",0.00552109906097721,100,1,7,14,4,84.7393776099978,8.26062239000222
"4",0.014552664041355,100,1,7,14,4,84.7393776099978,8.26062239000222
"5",0.0322042584092794,100,1,7,14,4,84.7393776099978,8.26062239000222
"6",0.0621446483412173,100,1,7,14,4,84.7393776099978,8.26062239000222
"7",0.107682623305909,100,1,7,14,4,84.7393776099978,8.26062239000222
"1",0.000333980277094557,150,1,7,14,4,135.235782728386,7.76421727161421
"2",0.00159805854646554,150,1,7,14,4,135.235782728386,7.76421727161421
"3",0.00528803083502209,150,1,7,14,4,135.235782728386,7.76421727161421
"4",0.0139215468304465,150,1,7,14,4,135.235782728386,7.76421727161421
"5",0.0308502650268776,150,1,7,14,4,135.235782728386,7.76421727161421
"6",0.0598899860737304,150,1,7,14,4,135.235782728386,7.76421727161421
"7",0.105000602800441,150,1,7,14,4,135.235782728386,7.76421727161421
"1",0.000112174374076462,50,1,8,16,4,27.4031242374328,14.5968757625672
"2",0.000547670301568986,50,1,8,16,4,27.4031242374328,14.5968757625672
"3",0.00190767554214218,50,1,8,16,4,27.4031242374328,14.5968757625672
"4",0.00539641660039273,50,1,8,16,4,27.4031242374328,14.5968757625672
"5",0.0129173323111187,50,1,8,16,4,27.4031242374328,14.5968757625672
"6",0.0268454779854114,50,1,8,16,4,27.4031242374328,14.5968757625672
"7",0.0494527424396614,50,1,8,16,4,27.4031242374328,14.5968757625672
"8",0.0821988599183355,50,1,8,16,4,27.4031242374328,14.5968757625672
"9",0.125221630209343,50,1,8,16,4,27.4031242374328,14.5968757625672
"10",0.177259986470032,50,1,8,16,4,27.4031242374328,14.5968757625672
"11",0.236004474758392,50,1,8,16,4,27.4031242374328,14.5968757625672
"12",0.298672771818512,50,1,8,16,4,27.4031242374328,14.5968757625672
"13",0.36256571383308,50,1,8,16,4,27.4031242374328,14.5968757625672
"14",0.425445229332815,50,1,8,16,4,27.4031242374328,14.5968757625672
"1",0.000152663261881917,100,1,8,16,4,82.2767142944341,9.72328570556589
"2",0.000742894348936017,100,1,8,16,4,82.2767142944341,9.72328570556589
"3",0.002559960446534,100,1,8,16,4,82.2767142944341,9.72328570556589
"4",0.0071179989937049,100,1,8,16,4,82.2767142944341,9.72328570556589
"5",0.0167023838320981,100,1,8,16,4,82.2767142944341,9.72328570556589
