"number.immigrants","p.establish","Kapx","r","b","beta","init.size","Kexact","rcrit"
"6",0.0341131349811169,100,1,8,16,4,82.2767142944341,9.72328570556589
"7",0.0622263220224663,100,1,8,16,4,82.2767142944341,9.72328570556589
"8",0.103552314421257,100,1,8,16,4,82.2767142944341,9.72328570556589
"9",0.15982851790956,100,1,8,16,4,82.2767142944341,9.72328570556589
"1",0.000155002359611616,150,1,8,16,4,132.975801729385,9.02419827061534
"2",0.000753614750258995,150,1,8,16,4,132.975801729385,9.02419827061534
"3",0.00258927487735302,150,1,8,16,4,132.975801729385,9.02419827061534
"4",0.00716932172066382,150,1,8,16,4,132.975801729385,9.02419827061534
"5",0.0167609473609104,150,1,8,16,4,132.975801729385,9.02419827061534
"6",0.0341969985594447,150,1,8,16,4,132.975801729385,9.02419827061534
"7",0.0625902202461326,150,1,8,16,4,132.975801729385,9.02419827061534
"8",0.105071170456345,150,1,8,16,4,132.975801729385,9.02419827061534
"1",6.46058163737095e-05,100,1,9,18,4,79.7089169661946,11.2910830338054
"2",0.000318466887522505,100,1,9,18,4,79.7089169661946,11.2910830338054
"3",0.00113348318519797,100,1,9,18,4,79.7089169661946,11.2910830338054
"4",0.0033039149515516,100,1,9,18,4,79.7089169661946,11.2910830338054
"5",0.00819398249849757,100,1,9,18,4,79.7089169661946,11.2910830338054
"6",0.0177241772261032,100,1,9,18,4,79.7089169661946,11.2910830338054
"7",0.0341584386687982,100,1,9,18,4,79.7089169661946,11.2910830338054
"8",0.0597740334844929,100,1,9,18,4,79.7089169661946,11.2910830338054
"9",0.0965260504319791,100,1,9,18,4,79.7089169661946,11.2910830338054
"10",0.145748889660393,100,1,9,18,4,79.7089169661946,11.2910830338054
"1",7.09250743822523e-05,150,1,9,18,4,130.668513360395,10.3314866396053
"2",0.000349224020862226,150,1,9,18,4,130.668513360395,10.3314866396053
"3",0.00123835036607895,150,1,9,18,4,130.668513360395,10.3314866396053
"4",0.00358767091272597,150,1,9,18,4,130.668513360395,10.3314866396053
"5",0.00883292185337671,150,1,9,18,4,130.668513360395,10.3314866396053
"6",0.0189781406542888,150,1,9,18,4,130.668513360395,10.3314866396053
"7",0.0364220376523527,150,1,9,18,4,130.668513360395,10.3314866396053
"8",0.0637302133267354,150,1,9,18,4,130.668513360395,10.3314866396053
"9",0.103416647554047,150,1,9,18,4,130.668513360395,10.3314866396053
"1",2.66588252700569e-05,100,1,10,20,4,77.0156211871642,12.9843788128358
"2",0.000132755352217396,100,1,10,20,4,77.0156211871642,12.9843788128358
"3",0.000485277872373036,100,1,10,20,4,77.0156211871642,12.9843788128358
"4",0.00147326381968884,100,1,10,20,4,77.0156211871642,12.9843788128358
"5",0.00384196683149287,100,1,10,20,4,77.0156211871642,12.9843788128358
"6",0.00877986564135658,100,1,10,20,4,77.0156211871642,12.9843788128358
"7",0.0178867737548013,100,1,10,20,4,77.0156211871642,12.9843788128358
"8",0.0330058020120838,100,1,10,20,4,77.0156211871642,12.9843788128358
"9",0.0559712413932008,100,1,10,20,4,77.0156211871642,12.9843788128358
"10",0.0883470079065464,100,1,10,20,4,77.0156211871642,12.9843788128358
"11",0.131198426566942,100,1,10,20,4,77.0156211871642,12.9843788128358
"12",0.184899089967428,100,1,10,20,4,77.0156211871642,12.9843788128358
"1",3.2080882980659e-05,150,1,10,20,4,128.309518948453,11.690481051547
"2",0.000159559501385158,150,1,10,20,4,128.309518948453,11.690481051547
"3",0.000580881483791568,150,1,10,20,4,128.309518948453,11.690481051547
"4",0.00175095266166839,150,1,10,20,4,128.309518948453,11.690481051547
"5",0.00452244020015353,150,1,10,20,4,128.309518948453,11.690481051547
"6",0.0102239984303594,150,1,10,20,4,128.309518948453,11.690481051547
"7",0.0206168111556138,150,1,10,20,4,128.309518948453,11.690481051547
"8",0.0377451377452975,150,1,10,20,4,128.309518948453,11.690481051547
"9",0.0637488896148332,150,1,10,20,4,128.309518948453,11.690481051547
"10",0.10067842032909,150,1,10,20,4,128.309518948453,11.690481051547
"11",0.150276848677287,150,1,10,20,4,128.309518948453,11.690481051547
"1",0.0224337418237324,50,1,5,7.5,8,42.0256241897666,2.97437581023336
"2",0.069972134495838,50,1,5,7.5,8,42.0256241897666,2.97437581023336
"1",0.0169289022992008,100,1,5,7.5,8,92.2911821679223,2.70881783207771
"2",0.0547762685218302,100,1,5,7.5,8,92.2911821679223,2.70881783207771
"1",0.0141168044209901,150,1,5,7.5,8,142.365943062411,2.63405693758939
"2",0.0463428172052529,150,1,5,7.5,8,142.365943062411,2.63405693758939
"1",0.0166145841468837,50,1,6,9,8,40.2756668824971,3.72433311750293
"2",0.0514125008403043,50,1,6,9,8,40.2756668824971,3.72433311750293
"3",0.11098966962326,50,1,6,9,8,40.2756668824971,3.72433311750293
"1",0.0127430792762816,100,1,6,9,8,90.692104549907,3.30789545009305
"2",0.0406626740856214,100,1,6,9,8,90.692104549907,3.30789545009305
"1",0.0107105297234563,150,1,6,9,8,140.804069647078,3.19593035292171
"2",0.034582809250764,150,1,6,9,8,140.804069647078,3.19593035292171
"1",0.0123361861630237,50,1,7,10.5,8,38.4484512566783,4.55154874332171
"2",0.0380461605814101,50,1,7,10.5,8,38.4484512566783,4.55154874332171
"3",0.0824616243667858,50,1,7,10.5,8,38.4484512566783,4.55154874332171
"4",0.148941039344571,50,1,7,10.5,8,38.4484512566783,4.55154874332171
"1",0.0097632011788902,100,1,7,10.5,8,89.0705297124666,3.92947028753343
"2",0.0308891035270548,100,1,7,10.5,8,89.0705297124666,3.92947028753343
"3",0.0695608073143426,100,1,7,10.5,8,89.0705297124666,3.92947028753343
"1",0.00827393036498794,150,1,7,10.5,8,139.2292403619,3.77075963810017
"2",0.0264344299092919,150,1,7,10.5,8,139.2292403619,3.77075963810017
"3",0.0604576853155253,150,1,7,10.5,8,139.2292403619,3.77075963810017
"1",0.00895405063640639,50,1,8,12,8,36.52417469626,5.47582530373998
"2",0.0276163437656746,50,1,8,12,8,36.52417469626,5.47582530373998
"3",0.0602784849970046,50,1,8,12,8,36.52417469626,5.47582530373998
"4",0.11004360920501,50,1,8,12,8,36.52417469626,5.47582530373998
"1",0.00752411027956508,100,1,8,12,8,87.424630354416,4.57536964558404
"2",0.0236910748984276,100,1,8,12,8,87.424630354416,4.57536964558404
"3",0.0533264738777927,100,1,8,12,8,87.424630354416,4.57536964558404
"4",0.101633097791454,100,1,8,12,8,87.424630354416,4.57536964558404
"1",0.00642129822186342,150,1,8,12,8,137.640828326185,4.35917167381547
"2",0.0203837768611548,150,1,8,12,8,137.640828326185,4.35917167381547
"3",0.0464708922095868,150,1,8,12,8,137.640828326185,4.35917167381547
"1",0.0066710598526036,50,1,9,13.5,8,34.4731886124821,6.52681138751788
"2",0.0206026551687367,50,1,9,13.5,8,34.4731886124821,6.52681138751788
"3",0.0453118994289188,50,1,9,13.5,8,34.4731886124821,6.52681138751788
"4",0.0836000834747457,50,1,9,13.5,8,34.4731886124821,6.52681138751788
"5",0.136726425379426,50,1,9,13.5,8,34.4731886124821,6.52681138751788
"6",0.204001900631485,50,1,9,13.5,8,34.4731886124821,6.52681138751788
"1",0.00577219437093099,100,1,9,13.5,8,85.7523291251575,5.24767087484253
"2",0.0181351071415893,100,1,9,13.5,8,85.7523291251575,5.24767087484253
"3",0.0409090025916091,100,1,9,13.5,8,85.7523291251575,5.24767087484253
"4",0.0782724267668259,100,1,9,13.5,8,85.7523291251575,5.24767087484253
"1",0.00502494383352005,150,1,9,13.5,8,136.03815682486,4.96184317513958
"2",0.0158917516709541,150,1,9,13.5,8,136.03815682486,4.96184317513958
"3",0.0362148015541305,150,1,9,13.5,8,136.03815682486,4.96184317513958
"4",0.0703492518551219,150,1,9,13.5,8,136.03815682486,4.96184317513958
"1",0.00483265244277513,50,1,10,15,8,32.2474487139159,7.75255128608411
"2",0.014969039139974,50,1,10,15,8,32.2474487139159,7.75255128608411
"3",0.0332299705354032,50,1,10,15,8,32.2474487139159,7.75255128608411
"4",0.0621071205716831,50,1,10,15,8,32.2474487139159,7.75255128608411
"5",0.10302444403746,50,1,10,15,8,32.2474487139159,7.75255128608411
"6",0.155905683148584,50,1,10,15,8,32.2474487139159,7.75255128608411
"7",0.219148439005923,50,1,10,15,8,32.2474487139159,7.75255128608411
"1",0.00445074451038852,100,1,10,15,8,84.0512483795333,5.94875162046672
"2",0.0139753802791077,100,1,10,15,8,84.0512483795333,5.94875162046672
"3",0.0316426844453814,100,1,10,15,8,84.0512483795333,5.94875162046672
"4",0.0608798925623857,100,1,10,15,8,84.0512483795333,5.94875162046672
"5",0.105128592426487,100,1,10,15,8,84.0512483795333,5.94875162046672
"1",0.00394022505516723,150,1,10,15,8,134.420493633626,5.57950636637436
"2",0.0124384415672585,150,1,10,15,8,134.420493633626,5.57950636637436
"3",0.0283907335057504,150,1,10,15,8,134.420493633626,5.57950636637436
"4",0.0552918601411369,150,1,10,15,8,134.420493633626,5.57950636637436
"5",0.0971453694528447,150,1,10,15,8,134.420493633626,5.57950636637436
"1",0.00995364688888719,50,1,3,6,8,43.5561711201316,3.44382887986842
"2",0.0433242945415876,50,1,3,6,8,43.5561711201316,3.44382887986842
"1",0.00771193432932608,100,1,3,6,8,93.8017659699928,3.19823403000718
"2",0.0343325007459729,100,1,3,6,8,93.8017659699928,3.19823403000718
"1",0.00647834625044721,150,1,3,6,8,143.872224634439,3.1277753655606
"2",0.0291098841665605,150,1,3,6,8,143.872224634439,3.1277753655606
"1",0.00402597991810359,50,1,4,8,8,41.138357147217,4.86164285278295
"2",0.018530215615577,50,1,4,8,8,41.138357147217,4.86164285278295
"3",0.0536968570249589,50,1,4,8,8,41.138357147217,4.86164285278295
"4",0.118276129278171,50,1,4,8,8,41.138357147217,4.86164285278295
"1",0.00333255925406882,100,1,4,8,8,91.6348484585428,4.36515154145714
"2",0.0154939712865753,100,1,4,8,8,91.6348484585428,4.36515154145714
"3",0.0458840768426225,100,1,4,8,8,91.6348484585428,4.36515154145714
"1",0.0028610626838763,150,1,4,8,8,141.767724987817,4.23227501218322
"2",0.0133600752920783,150,1,4,8,8,141.767724987817,4.23227501218322
"3",0.0399541190933693,150,1,4,8,8,141.767724987817,4.23227501218322
"1",0.00153679124219923,50,1,5,10,8,38.5078105935821,6.49218940641788
"2",0.00741485899813059,50,1,5,10,8,38.5078105935821,6.49218940641788
"3",0.0232825737066336,50,1,5,10,8,38.5078105935821,6.49218940641788
"4",0.0558676518683065,50,1,5,10,8,38.5078105935821,6.49218940641788
"5",0.110341829258436,50,1,5,10,8,38.5078105935821,6.49218940641788
"1",0.00144995962294055,100,1,5,10,8,89.4076365356005,5.59236346439948
"2",0.00701231733804103,100,1,5,10,8,89.4076365356005,5.59236346439948
"3",0.0221419104824619,100,1,5,10,8,89.4076365356005,5.59236346439948
"4",0.0539867427190276,100,1,5,10,8,89.4076365356005,5.59236346439948
"5",0.110005997200954,100,1,5,10,8,89.4076365356005,5.59236346439948
"1",0.00127766518134993,150,1,5,10,8,139.628607910488,5.37139208951224
"2",0.00618853158606629,150,1,5,10,8,139.628607910488,5.37139208951224
"3",0.0196151794137049,150,1,5,10,8,139.628607910488,5.37139208951224
"4",0.0482695154649762,150,1,5,10,8,139.628607910488,5.37139208951224
"1",0.000556632306517987,50,1,6,12,8,35.5646599662505,8.43534003374946
"2",0.00278641535566052,50,1,6,12,8,35.5646599662505,8.43534003374946
"3",0.0093923277165623,50,1,6,12,8,35.5646599662505,8.43534003374946
"4",0.0245451728779719,50,1,6,12,8,35.5646599662505,8.43534003374946
"5",0.0527631727690591,50,1,6,12,8,35.5646599662505,8.43534003374946
"6",0.0972803390195211,50,1,6,12,8,35.5646599662505,8.43534003374946
"7",0.158861790844861,50,1,6,12,8,35.5646599662505,8.43534003374946
"1",0.000617576234614804,100,1,6,12,8,87.1123422402632,6.88765775973685
"2",0.00308575128210879,100,1,6,12,8,87.1123422402632,6.88765775973685
"3",0.0103531878466158,100,1,6,12,8,87.1123422402632,6.88765775973685
"4",0.0270086791233308,100,1,6,12,8,87.1123422402632,6.88765775973685
"5",0.0585187119939299,100,1,6,12,8,87.1123422402632,6.88765775973685
"6",0.110266675270998,100,1,6,12,8,87.1123422402632,6.88765775973685
"1",0.000570375451869791,150,1,6,12,8,137.452272687814,6.54772731218571
"2",0.0028495244850015,150,1,6,12,8,137.452272687814,6.54772731218571
"3",0.00955853295079303,150,1,6,12,8,137.452272687814,6.54772731218571
"4",0.0249904319816981,150,1,6,12,8,137.452272687814,6.54772731218571
"5",0.0545478225407607,150,1,6,12,8,137.452272687814,6.54772731218571
"6",0.104275337727504,150,1,6,12,8,137.452272687814,6.54772731218571
"1",0.000192260160110793,50,1,7,14,8,32.0948100502085,10.9051899497915
"2",0.00098978453128044,50,1,7,14,8,32.0948100502085,10.9051899497915
"3",0.00353928896539891,50,1,7,14,8,32.0948100502085,10.9051899497915
"4",0.010005082760352,50,1,7,14,8,32.0948100502085,10.9051899497915
"5",0.0234342971771231,50,1,7,14,8,32.0948100502085,10.9051899497915
"6",0.0469895591294661,50,1,7,14,8,32.0948100502085,10.9051899497915
"7",0.0828661549686616,50,1,7,14,8,32.0948100502085,10.9051899497915
"8",0.131474094610007,50,1,7,14,8,32.0948100502085,10.9051899497915
"9",0.191265202650307,50,1,7,14,8,32.0948100502085,10.9051899497915
"10",0.259181824302167,50,1,7,14,8,32.0948100502085,10.9051899497915
"1",0.000256938302209627,100,1,7,14,8,84.7393776099978,8.26062239000222
"2",0.00131747851390554,100,1,7,14,8,84.7393776099978,8.26062239000222
"3",0.00466125605349942,100,1,7,14,8,84.7393776099978,8.26062239000222
"4",0.0129919605022602,100,1,7,14,8,84.7393776099978,8.26062239000222
"5",0.030080889242782,100,1,7,14,8,84.7393776099978,8.26062239000222
"6",0.0601628309275735,100,1,7,14,8,84.7393776099978,8.26062239000222
"7",0.107232691788671,100,1,7,14,8,84.7393776099978,8.26062239000222
"1",0.000250922445108861,150,1,7,14,8,135.235782728386,7.76421727161421
"2",0.00128531102174212,150,1,7,14,8,135.235782728386,7.76421727161421
"3",0.00453545571979919,150,1,7,14,8,135.235782728386,7.76421727161421
"4",0.0126078359872195,150,1,7,14,8,135.235782728386,7.76421727161421
"5",0.0291881296492472,150,1,7,14,8,135.235782728386,7.76421727161421
"6",0.0586610127998807,150,1,7,14,8,135.235782728386,7.76421727161421
"7",0.105735785827075,150,1,7,14,8,135.235782728386,7.76421727161421
"1",6.72740972429293e-05,50,1,8,16,8,27.4031242374328,14.5968757625672
"2",0.00035380022159174,50,1,8,16,8,27.4031242374328,14.5968757625672
"3",0.00132708746414532,50,1,8,16,8,27.4031242374328,14.5968757625672
"4",0.00401684876509689,50,1,8,16,8,27.4031242374328,14.5968757625672
"5",0.010202908084648,50,1,8,16,8,27.4031242374328,14.5968757625672
"6",0.0223093512050965,50,1,8,16,8,27.4031242374328,14.5968757625672
"7",0.0428896297316553,50,1,8,16,8,27.4031242374328,14.5968757625672
"8",0.0738490895017256,50,1,8,16,8,27.4031242374328,14.5968757625672
"9",0.115765261206677,50,1,8,16,8,27.4031242374328,14.5968757625672
"10",0.167642305814531,50,1,8,16,8,27.4031242374328,14.5968757625672
"11",0.227187080286218,50,1,8,16,8,27.4031242374328,14.5968757625672
"12",0.291422086184794,50,1,8,16,8,27.4031242374328,14.5968757625672
"13",0.357342664192031,50,1,8,16,8,27.4031242374328,14.5968757625672
"14",0.42239895089412,50,1,8,16,8,27.4031242374328,14.5968757625672
"1",0.000104621289768277,100,1,8,16,8,82.2767142944341,9.72328570556589
"2",0.000547462398255547,100,1,8,16,8,82.2767142944341,9.72328570556589
"3",0.00202526110571444,100,1,8,16,8,82.2767142944341,9.72328570556589
"4",0.00599666697569623,100,1,8,16,8,82.2767142944341,9.72328570556589
"5",0.0148342947801819,100,1,8,16,8,82.2767142944341,9.72328570556589
"6",0.0316290818576092,100,1,8,16,8,82.2767142944341,9.72328570556589
"7",0.0597185991968871,100,1,8,16,8,82.2767142944341,9.72328570556589
"8",0.10215034072086,100,1,8,16,8,82.2767142944341,9.72328570556589
"9",0.16115449072157,100,1,8,16,8,82.2767142944341,9.72328570556589
"1",0.000108816551628183,150,1,8,16,8,132.975801729385,9.02419827061534
"2",0.000568576974036919,150,1,8,16,8,132.975801729385,9.02419827061534
"3",0.0020949897588998,150,1,8,16,8,132.975801729385,9.02419827061534
"4",0.00616753700922552,150,1,8,16,8,132.975801729385,9.02419827061534
"5",0.0151718442620723,150,1,8,16,8,132.975801729385,9.02419827061534
"6",0.0322520599750805,150,1,8,16,8,132.975801729385,9.02419827061534
"7",0.0610020997414527,150,1,8,16,8,132.975801729385,9.02419827061534
"8",0.105153284525836,150,1,8,16,8,132.975801729385,9.02419827061534
"1",4.09442464264181e-05,100,1,9,18,8,79.7089169661946,11.2910830338054
"2",0.000217706069797933,100,1,9,18,8,79.7089169661946,11.2910830338054
"3",0.00083563137245967,100,1,9,18,8,79.7089169661946,11.2910830338054
"4",0.00260912166767798,100,1,9,18,8,79.7089169661946,11.2910830338054
"5",0.00686867725377362,100,1,9,18,8,79.7089169661946,11.2910830338054
"6",0.0156221138202371,100,1,9,18,8,79.7089169661946,11.2910830338054
"7",0.0313777806352726,100,1,9,18,8,79.7089169661946,11.2910830338054
"8",0.0567852663266269,100,1,9,18,8,79.7089169661946,11.2910830338054
"9",0.0942265668211918,100,1,9,18,8,79.7089169661946,11.2910830338054
"10",0.145428053307415,100,1,9,18,8,79.7089169661946,11.2910830338054
"1",4.64192684450011e-05,150,1,9,18,8,130.668513360395,10.3314866396053
"2",0.000246402777622313,150,1,9,18,8,130.668513360395,10.3314866396053
"3",0.000941351032786306,150,1,9,18,8,130.668513360395,10.3314866396053
"4",0.00291695659050173,150,1,9,18,8,130.668513360395,10.3314866396053
"5",0.00760760436661269,150,1,9,18,8,130.668513360395,10.3314866396053
"6",0.0171454603106277,150,1,9,18,8,130.668513360395,10.3314866396053
"7",0.0342093956974895,150,1,9,18,8,130.668513360395,10.3314866396053
"8",0.0617717342998636,150,1,9,18,8,130.668513360395,10.3314866396053
"9",0.102834876255517,150,1,9,18,8,130.668513360395,10.3314866396053
"1",1.55623684906418e-05,100,1,10,20,8,77.0156211871642,12.9843788128358
"2",8.38069484633817e-05,100,1,10,20,8,77.0156211871642,12.9843788128358
"3",0.000331610985928716,100,1,10,20,8,77.0156211871642,12.9843788128358
"4",0.00108368660372282,100,1,10,20,8,77.0156211871642,12.9843788128358
"5",0.00301748472042265,100,1,10,20,8,77.0156211871642,12.9843788128358
"6",0.00729846588934335,100,1,10,20,8,77.0156211871642,12.9843788128358
"7",0.0156021999217957,100,1,10,20,8,77.0156211871642,12.9843788128358
"8",0.0299708898555376,100,1,10,20,8,77.0156211871642,12.9843788128358
"9",0.0525394139268028,100,1,10,20,8,77.0156211871642,12.9843788128358
"10",0.0852177369903156,100,1,10,20,8,77.0156211871642,12.9843788128358
"11",0.129393657536669,100,1,10,20,8,77.0156211871642,12.9843788128358
"12",0.185667041097536,100,1,10,20,8,77.0156211871642,12.9843788128358
"1",1.95316173720583e-05,150,1,10,20,8,128.309518948453,11.690481051547
"2",0.000104996993493779,150,1,10,20,8,128.309518948453,11.690481051547
"3",0.000413383178418896,150,1,10,20,8,128.309518948453,11.690481051547
"4",0.0013393942512957,150,1,10,20,8,128.309518948453,11.690481051547
"5",0.00368644717270331,150,1,10,20,8,128.309518948453,11.690481051547
"6",0.00879832604130134,150,1,10,20,8,128.309518948453,11.690481051547
"7",0.0185625541977956,150,1,10,20,8,128.309518948453,11.690481051547
"8",0.0352715229583938,150,1,10,20,8,128.309518948453,11.690481051547
"9",0.0614107275906882,150,1,10,20,8,128.309518948453,11.690481051547
"10",0.0994338682944459,150,1,10,20,8,128.309518948453,11.690481051547
"11",0.151491174835945,150,1,10,20,8,128.309518948453,11.690481051547
